Date,has_bse,BSE_Close,Gold_Price,DJI_Close,INR_per_USD,DJI_INR,Gold_INR
1978-10-24,0,0.0,206.2,832.6,7.97,6635.822,1643.4139999999998
1978-10-28,0,0.0,206.2,811.9,7.66,6219.1539999999995,1579.492
1978-10-30,0,0.0,206.2,811.9,7.66,6219.1539999999995,1579.492
1978-11-09,0,0.0,207.85,804.0,7.81,6279.24,1623.3084999999999
1978-11-17,0,0.0,207.85,797.7,8.2,6541.139999999999,1704.37
1978-11-20,0,0.0,207.85,805.6,8.2,6605.919999999999,1704.37
1978-12-01,0,0.0,207.85,811.5,8.18,6638.07,1700.213
1978-12-09,0,0.0,227.28,817.7,8.29,6778.732999999999,1884.1511999999998
1978-12-13,0,0.0,227.28,809.9,8.29,6714.070999999999,1884.1511999999998
1978-12-15,0,0.0,227.28,805.4,8.29,6676.765999999999,1884.1511999999998
1978-12-19,0,0.0,227.28,789.9,8.16,6445.584,1854.6048
1978-12-22,0,0.0,227.28,808.5,8.23,6653.955,1870.5144
1978-12-29,0,0.0,227.28,805.0,8.23,6625.150000000001,1870.5144
1979-01-04,0,0.0,245.67,826.1,8.08,6674.888,1985.0136
1979-01-11,0,0.0,245.67,828.1,8.08,6691.048000000001,1985.0136
1979-01-13,0,0.0,245.67,848.7,8.33,7069.671,2046.4311
1979-01-16,0,0.0,245.67,835.6,8.33,6960.548000000001,2046.4311
1979-01-27,0,0.0,245.67,855.8,8.29,7094.5819999999985,2036.6042999999997
1979-02-08,0,0.0,242.05,818.9,8.3,6796.870000000001,2009.0150000000003
1979-02-20,0,0.0,242.05,834.6,8.22,6860.412000000001,1989.6510000000003
1979-03-01,0,0.0,242.05,815.8,8.22,6705.876,1989.6510000000003
1979-03-03,0,0.0,239.11,827.4,8.22,6801.228,1965.4842000000003
1979-03-06,0,0.0,239.11,826.6,8.22,6794.652000000001,1965.4842000000003
1979-03-15,0,0.0,239.11,847.0,8.18,6928.46,1955.9198000000001
